"Data Cache: Reflectometry Data"
"Start logging at 11/05/2024 15:07:17"
"Current index value = 1978"
Day Fraction	Calib 950	Calib 470	Err 950	Err 470	Time	
0.630679667	0.278061	0.319008	0	0	15:08:13.172	
0.630691409	0.275913	0.319241	0	0	15:08:14.181	
0.630703032	0.206722	0.321655	0	0	15:08:15.190	
0.630714953	0.186933	0.323831	0	0	15:08:16.202	
0.630726516	0.185148	0.325558	0	0	15:08:17.213	
0.630738139	0.175228	0.327424	0	0	15:08:18.223	
0.63075	0.162916	0.335454	0	0	15:08:19.232	
0.630761445	0.152787	0.342729	0	0	15:08:20.234	
0.630773365	0.146599	0.34801	0	0	15:08:21.241	
0.630784988	0.139478	0.349283	0	0	15:08:22.254	
0.63079685	0.128586	0.353565	0	0	15:08:23.259	
0.630808234	0.119824	0.359281	0	0	15:08:24.268	
0.630819976	0.114576	0.361686	0	0	15:08:25.271	
0.63083142	0.113239	0.366156	0	0	15:08:26.284	
0.630843163	0.106966	0.368968	0	0	15:08:27.298	
0.630854726	0.102058	0.371115	0	0	15:08:28.313	
0.630866349	0.0990236	0.379627	0	0	15:08:29.324	
0.63087821	0.0929174	0.388463	0	0	15:08:30.327	
0.630889833	0.0913366	0.404805	0	0	15:08:31.335	
0.630901575	0.0909414	0.417185	0	0	15:08:32.345	
0.63091296	0.0861967	0.424829	0	0	15:08:33.358	
0.630924702	0.0826426	0.432729	0	0	15:08:34.372	
0.630936265	0.0784485	0.440213	0	0	15:08:35.379	
0.630947828	0.075171	0.44638	0	0	15:08:36.393	
0.63095963	0.0773522	0.451446	0	0	15:08:37.402	
0.630971074	0.0789113	0.455566	0	0	15:08:38.416	
0.630982935	0.0810363	0.459786	0	0	15:08:39.418	
0.630994558	0.0833054	0.463086	0	0	15:08:40.423	
0.631006479	0.0866199	0.464096	0	0	15:08:41.429	
0.631017923	0.0899713	0.46464	0	0	15:08:42.438	
0.631029785	0.0957474	0.46464	0	0	15:08:43.439	
0.631041348	0.0988451	0.46464	0	0	15:08:44.445	
0.631052911	0.102649	0.46464	0	0	15:08:45.446	
0.631064653	0.109515	0.461902	0	0	15:08:46.456	
0.631076097	0.115832	0.460425	0	0	15:08:47.457	
0.63108784	0.121205	0.460206	0	0	15:08:48.468	
0.631099403	0.130414	0.458983	0	0	15:08:49.468	
0.631111145	0.143705	0.456161	0	0	15:08:50.476	
0.631122947	0.15848	0.452769	0	0	15:08:51.492	
0.63113457	0.179221	0.449811	0	0	15:08:52.505	
